username,map_label,project_code,sampleMedia,combinedID,sampleID,internalSampleID,visitDate,dateAnalTPTN,TP,TN,dateAnalM3Ex,dateAnalM3ICP,m3_P,m3_Fe,m3_Al,SPSC,dateAnalWE,wEX_P,wEX_NH3,wEX_NOx,dateAnalpH,pH,dateAnalEC,EC,samp_type,locName,Location Sortable,specific_location,samp_type_1,notes,samp_notes,y,x,Total_Mean_TP,Total_Mean_TN,Total_Mean_m3_P,Total_Mean_m3_Fe,Total_Mean_m3_Al,Total_Mean_SPSC,Total_Mean_wEX_P,Total_Mean_wEX_NH3,Total_Mean_wEX_NOx,Total_Mean_pH,Total_Mean_EC,Visit_Mean_TP,Visit_Mean_TN,Visit_Mean_m3_P,Visit_Mean_m3_Fe,Visit_Mean_m3_Al,Visit_Mean_SPSC,Visit_Mean_wEX_P,Visit_Mean_wEX_NH3,Visit_Mean_wEX_NOx,Visit_Mean_pH,Visit_Mean_EC,Wetland_ID,Max Depth  (ft),Slope Range,Bottom Deviation of wetland,Pool Volume (cu ft),Season,Crop_Season,Defined_Season
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00371,S00371,S00371,2022-06-28,20220928.0,791.0,1918.0,20220922,20221002,37.8,557.4,577.3,59.0,20220726.0,0.146,3.199,6.642,20221004.0,6.022,20220712.0,21.74,sample,Wetland Pool 2,Wetland Pool 02,About center,sample,,,41.02396985,-83.6948039,774.2222,1545.1111,28.1222,331.0111,649.9889,64.7527,0.9197,1.6923,5.7863,6.1201,23.8133,791.0,1918.0,37.8,557.4,577.3,59.0,0.146,3.199,6.642,6.022,21.74,P-02,0.5,10:1,774.8,7383.0,Summer,Crop_Season,Season_3
midden_BGSU,20-21,OAKWE,soil,OAKWE_20210527_D00020,D00020,A-20210527-21-06D,2021-05-27,20210615.0,762.0,1518.0,20210728,20210813,35.1,358.0,883.0,86.21345592,,,,,,,,,sample,Wetland Pool 2,Wetland Pool 02,Pool ,sample,Pool was full with water,,41.0239,-83.6946,774.2222,1545.1111,28.1222,331.0111,649.9889,64.7527,0.9197,1.6923,5.7863,6.1201,23.8133,848.75,1711.75,35.75,309.75,788.5,71.9435,,,,,,P-02,0.5,10:1,774.8,7383.0,Spring,Crop_Season,Season_1
midden_BGSU,20-21,OAKWE,soil,OAKWE_20210527_D00017,D00017,A-20210527-21-03D,2021-05-27,20210615.0,664.0,1052.0,20210728,20210813,14.9,224.0,640.0,71.09520802,,,,,,,,,sample,Wetland Pool 3,Wetland Pool 03,Pool ,sample,"More vegitation found in this pool than other pools, detrius found on surface, pool was full of water",,41.0234,-83.6951,812.4,1777.1,30.21,284.58,655.99,60.8884,0.8194,1.3918,5.063,6.8022,46.798,895.25,1676.75,28.95,223.75,587.75,50.971,,,,,,P-03,0.5,10:1,775.0,5050.0,Spring,Crop_Season,Season_1
midden_BGSU,20-21,OAKWE,soil,OAKWE_20210527_S00042,S00042,A-20210527-21-04S,2021-05-27,20210615.0,1009.0,1998.0,20210728,20210813,44.8,230.0,657.0,43.40270636,,,,,,,,,sample,Wetland Pool 3,Wetland Pool 03,Soil near pool ,sample,"Lighter, more fluffy soil than P-1",,41.0234,-83.6951,812.4,1777.1,30.21,284.58,655.99,60.8884,0.8194,1.3918,5.063,6.8022,46.798,895.25,1676.75,28.95,223.75,587.75,50.971,,,,,,P-03,0.5,10:1,775.0,5050.0,Spring,Crop_Season,Season_1
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00369,S00369,S00369,2022-06-28,20220928.0,615.0,2112.0,20220922,20221002,35.0,326.0,672.0,60.0,20220726.0,0.156,3.836,8.389,20221004.0,6.6476,20220712.0,46.3,sample,Wetland Pool 3,Wetland Pool 03,NW corner,sample,,Not under water now but has been recently,41.02352639,-83.69507403,812.4,1777.1,30.21,284.58,655.99,60.8884,0.8194,1.3918,5.063,6.8022,46.798,567.5,2106.5,31.0,377.25,664.55,66.0,0.178,2.118,5.4335,6.6108,35.05,P-03,0.5,10:1,775.0,5050.0,Summer,Crop_Season,Season_3
midden_BGSU,20-21,OAKWE,soil,OAKWE_20210527_D00018,D00018,A-20210527-21-04D,2021-05-27,20210615.0,924.0,1561.0,20210728,20210813,31.1,278.0,710.0,65.874992,,,,,,,,,sample,Wetland Pool 3,Wetland Pool 03,Pool ,sample,"More vegitation found in this pool than other pools, detrius found on surface, pool was full of water",,41.0234,-83.6951,812.4,1777.1,30.21,284.58,655.99,60.8884,0.8194,1.3918,5.063,6.8022,46.798,895.25,1676.75,28.95,223.75,587.75,50.971,,,,,,P-03,0.5,10:1,775.0,5050.0,Spring,Crop_Season,Season_1
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230518_S03319,S03319,S03319,2023-05-18,20230801.0,1233.0,2227.0,20230602,20230619,37.5,309.2,830.7,75.0,20230713.0,1.864,0.773,5.642,20230605.0,6.896,20230620.0,91.2,sample,Wetland Pool 3,Wetland Pool 03,5 m south near woods,sample,,,41.02314167,-83.69529,812.4,1777.1,30.21,284.58,655.99,60.8884,0.8194,1.3918,5.063,6.8022,46.798,973.0,1920.5,34.65,362.05,827.75,80.5,1.6475,1.1615,5.784,6.942,71.7,P-03,0.5,10:1,775.0,5050.0,Spring,Crop_Season,Season_5
midden_BGSU,20-21,OAKWE,soil,OAKWE_20210527_S00041,S00041,A-20210527-21-03S,2021-05-27,20210615.0,984.0,2096.0,20210728,20210813,25.0,163.0,344.0,23.51106014,,,,,,,,,sample,Wetland Pool 3,Wetland Pool 03,Soil near pool ,sample,"Lighter, more fluffy soil than P-1",,41.0234,-83.6951,812.4,1777.1,30.21,284.58,655.99,60.8884,0.8194,1.3918,5.063,6.8022,46.798,895.25,1676.75,28.95,223.75,587.75,50.971,,,,,,P-03,0.5,10:1,775.0,5050.0,Spring,Crop_Season,Season_1
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00370,S00370,S00370,2022-06-28,20220928.0,520.0,2101.0,20220922,20221002,27.0,428.5,657.1,72.0,20220726.0,0.2,0.4,2.478,20221004.0,6.574,20220712.0,23.8,sample,Wetland Pool 3,Wetland Pool 03,About 4 m north of pool,sample,,,41.02365154,-83.69496438,812.4,1777.1,30.21,284.58,655.99,60.8884,0.8194,1.3918,5.063,6.8022,46.798,567.5,2106.5,31.0,377.25,664.55,66.0,0.178,2.118,5.4335,6.6108,35.05,P-03,0.5,10:1,775.0,5050.0,Summer,Crop_Season,Season_3
midden_BGSU,20-21,OAKWE,soil,OAKWE_20210730_S00065,S00065,S00065,2021-07-30,20210806.0,669.0,1518.0,20210809,20210825,34.5,194.0,591.0,44.0,,,,,,,,,sample ,Wetland Pool 3,Wetland Pool 03,,sample ,"There was no water in this pool but we could tell where it was based on the change in vegetation, it looked like there had been water there at some point ",,41.02325,-83.694806,812.4,1777.1,30.21,284.58,655.99,60.8884,0.8194,1.3918,5.063,6.8022,46.798,669.0,1518.0,34.5,194.0,591.0,44.0,,,,,,P-03,0.5,10:1,775.0,5050.0,Summer,Crop_Season,Season_1
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221025_S03087,S03087,S03087,2022-10-25,20221215.0,793.0,1492.0,20221212,20230105,20.5,278.2,633.3,68.0,20221222.0,0.446,0.4,2.88,20221214.0,6.9052,20221214.0,20.49,sample,Wetland Pool 3,Wetland Pool 03,Interior,sample,,,41.023415,-83.69494,812.4,1777.1,30.21,284.58,655.99,60.8884,0.8194,1.3918,5.063,6.8022,46.798,793.0,1492.0,20.5,278.2,633.3,68.0,0.446,0.4,2.88,6.9052,20.49,P-03,0.5,10:1,775.0,5050.0,Autumn,Non_Crop_Season,Season_3
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230518_S03318,S03318,S03318,2023-05-18,20230801.0,713.0,1614.0,20230602,20230619,31.8,414.9,824.8,86.0,20230713.0,1.431,1.55,5.926,20230605.0,6.988,20230620.0,52.2,sample,Wetland Pool 3,Wetland Pool 03,,sample,,,41.02329833,-83.69510833,812.4,1777.1,30.21,284.58,655.99,60.8884,0.8194,1.3918,5.063,6.8022,46.798,973.0,1920.5,34.65,362.05,827.75,80.5,1.6475,1.1615,5.784,6.942,71.7,P-03,0.5,10:1,775.0,5050.0,Spring,Crop_Season,Season_5
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230518_S03321,S03321,S03321,2023-05-18,20230801.0,1757.0,2881.0,20230602,20230619,56.6,504.8,1636.2,159.0,20230713.0,3.92,0.4,2.367,20230605.0,5.792,20230620.0,13.6,sample,Wetland Pool 4,Wetland Pool 04,Southwest edge 3 m from pool,sample,,,41.02332667,-83.69417333,1073.3333,2237.3333,47.2833,803.6333,858.1,95.8333,1.1463,6.3357,3.2595,6.0987,29.3833,1294.5,2004.5,47.95,604.3,1236.55,127.5,2.5915,0.891,1.6835,5.746,19.65,P-04,2.0,16:1 to 52:1,773.7,49146.0,Spring,Crop_Season,Season_5
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221025_S03084,S03084,S03084,2022-10-25,20221215.0,985.0,1772.0,20221212,20230105,55.6,1135.1,557.0,71.0,20221222.0,0.423,14.259,2.75,20221214.0,6.3808,20221214.0,25.4,sample,Wetland Pool 4,Wetland Pool 04,East edge,sample,,,41.02358333,-83.69357167,1073.3333,2237.3333,47.2833,803.6333,858.1,95.8333,1.1463,6.3357,3.2595,6.0987,29.3833,1114.5,2012.0,43.9,1267.05,671.4,103.5,0.3115,15.7805,2.72,6.3302,38.15,P-04,2.0,16:1 to 52:1,773.7,49146.0,Autumn,Non_Crop_Season,Season_3
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221025_S03086,S03086,S03086,2022-10-25,20221215.0,1244.0,2252.0,20221212,20230105,32.2,1399.0,785.8,136.0,20221222.0,0.2,17.302,2.69,20221214.0,6.2796,20221214.0,50.9,sample,Wetland Pool 4,Wetland Pool 04,West edge,sample,,,41.023525,-83.69417667,1073.3333,2237.3333,47.2833,803.6333,858.1,95.8333,1.1463,6.3357,3.2595,6.0987,29.3833,1114.5,2012.0,43.9,1267.05,671.4,103.5,0.3115,15.7805,2.72,6.3302,38.15,P-04,2.0,16:1 to 52:1,773.7,49146.0,Autumn,Non_Crop_Season,Season_3
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00372,S00372,S00372,2022-06-28,20220928.0,988.0,3104.0,20220922,20221002,54.6,210.8,661.1,33.0,20220726.0,0.872,0.563,3.325,20221004.0,6.3532,20220712.0,25.7,sample,Wetland Pool 4,Wetland Pool 04,"Between pools 2, 4,& 6",sample,,,41.02387607,-83.6939129,1073.3333,2237.3333,47.2833,803.6333,858.1,95.8333,1.1463,6.3357,3.2595,6.0987,29.3833,811.0,2695.5,50.0,539.55,666.35,56.5,0.536,2.3355,5.375,6.2198,30.35,P-04,2.0,16:1 to 52:1,773.7,49146.0,Summer,Crop_Season,Season_3
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00374,S00374,S00374,2022-06-28,20220928.0,634.0,2287.0,20220922,20221002,45.4,868.3,671.6,80.0,20220726.0,0.2,4.108,7.425,20221004.0,6.0864,20220712.0,35.0,sample,Wetland Pool 4,Wetland Pool 04,,sample,,,41.02366334,-83.69390609,1073.3333,2237.3333,47.2833,803.6333,858.1,95.8333,1.1463,6.3357,3.2595,6.0987,29.3833,811.0,2695.5,50.0,539.55,666.35,56.5,0.536,2.3355,5.375,6.2198,30.35,P-04,2.0,16:1 to 52:1,773.7,49146.0,Summer,Crop_Season,Season_3
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230518_S03320,S03320,S03320,2023-05-18,20230801.0,832.0,1128.0,20230602,20230619,39.3,703.8,836.9,96.0,20230713.0,1.263,1.382,1.0,20230605.0,5.7,20230620.0,25.7,sample,Wetland Pool 4,Wetland Pool 04,Southwest edge,sample,,,41.02332833,-83.69412333,1073.3333,2237.3333,47.2833,803.6333,858.1,95.8333,1.1463,6.3357,3.2595,6.0987,29.3833,1294.5,2004.5,47.95,604.3,1236.55,127.5,2.5915,0.891,1.6835,5.746,19.65,P-04,2.0,16:1 to 52:1,773.7,49146.0,Spring,Crop_Season,Season_5
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00392,S00392,S00392,2022-06-28,20220930.0,841.0,1239.0,20220922,20221002,61.7,1371.0,734.4,99.0,20220726.0,0.273,7.273,2.103,20221004.0,6.022,20220712.0,33.9,sample,Wetland Pool 5,Wetland Pool 05,Near center,sample,,,41.02309199,-83.69322782,855.75,1529.0,47.95,890.05,658.475,77.0,1.8848,4.1558,13.072,5.769,48.675,841.0,1239.0,61.7,1371.0,734.4,99.0,0.273,7.273,2.103,6.022,33.9,P-05,1.0,10:1,775.0,4000.0,Summer,Crop_Season,Season_3
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221025_S03085,S03085,S03085,2022-10-25,20221215.0,922.0,1709.0,20221212,20230105,45.3,751.6,463.7,50.0,20221222.0,1.845,0.4,37.299,20221214.0,5.93,20221214.0,107.0,sample,Wetland Pool 5,Wetland Pool 05,Interior ,sample,,,41.02318667,-83.6934,855.75,1529.0,47.95,890.05,658.475,77.0,1.8848,4.1558,13.072,5.769,48.675,922.0,1709.0,45.3,751.6,463.7,50.0,1.845,0.4,37.299,5.93,107.0,P-05,1.0,10:1,775.0,4000.0,Autumn,Non_Crop_Season,Season_3
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230518_S03322,S03322,S03322,2023-05-18,20230801.0,659.0,1084.0,20230602,20230619,23.2,1101.9,648.1,112.0,20230713.0,0.753,8.55,8.444,20230605.0,5.332,20230620.0,34.8,sample,Wetland Pool 5,Wetland Pool 05,East edge,sample,,,41.02311667,-83.69319333,855.75,1529.0,47.95,890.05,658.475,77.0,1.8848,4.1558,13.072,5.769,48.675,830.0,1584.0,42.4,718.8,717.9,79.5,2.7105,4.475,6.443,5.562,26.9,P-05,1.0,10:1,775.0,4000.0,Spring,Crop_Season,Season_5
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230518_S03323,S03323,S03323,2023-05-18,20230801.0,1001.0,2084.0,20230602,20230619,61.6,335.7,787.7,47.0,20230713.0,4.668,0.4,4.442,20230605.0,5.792,20230620.0,19.0,sample,Wetland Pool 5,Wetland Pool 05,"Between pools 5, 9, 4, 8",sample,,,41.02320667,-83.69312667,855.75,1529.0,47.95,890.05,658.475,77.0,1.8848,4.1558,13.072,5.769,48.675,830.0,1584.0,42.4,718.8,717.9,79.5,2.7105,4.475,6.443,5.562,26.9,P-05,1.0,10:1,775.0,4000.0,Spring,Crop_Season,Season_5
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230518_S03373,S03373,S03373,2023-05-18,20230801.0,703.0,1096.0,20230615,20230619,20.6,559.2,919.3,116.0,20230714.0,1.876,0.4,10.185,20230615.0,6.252,20230615.0,38.3,sample,Wetland Pool 6,Wetland Pool 06,East edge,sample,,,41.024015,-83.693035,736.5,1759.25,32.8,668.45,769.7,92.5,1.4042,3.8372,7.2888,6.0151,54.925,840.0,1313.0,35.95,455.7,868.75,89.0,2.6085,0.4,8.47,6.114,32.15,P-06,1.0,10:1,774.7,8055.0,Spring,Crop_Season,Season_5
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00375,S00375,S00375,2022-06-28,20220928.0,599.0,2843.0,20220922,20221002,37.2,984.9,762.8,105.0,20220726.0,0.2,10.888,8.419,20221004.0,5.8656,20220712.0,75.1,sample,Wetland Pool 6,Wetland Pool 06,South side,sample,,,41.02404166,-83.69337697,736.5,1759.25,32.8,668.45,769.7,92.5,1.4042,3.8372,7.2888,6.0151,54.925,599.0,2843.0,37.2,984.9,762.8,105.0,0.2,10.888,8.419,5.8656,75.1,P-06,1.0,10:1,774.7,8055.0,Summer,Crop_Season,Season_3
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221025_S03066,S03066,S03066,2022-10-25,20221214.0,667.0,1568.0,20221212,20230105,22.1,777.5,578.5,87.0,20221222.0,0.2,3.661,3.796,20221214.0,5.9668,20221214.0,80.3,sample,Wetland Pool 6,Wetland Pool 06,Center,sample,,,41.02406,-83.69337167,736.5,1759.25,32.8,668.45,769.7,92.5,1.4042,3.8372,7.2888,6.0151,54.925,667.0,1568.0,22.1,777.5,578.5,87.0,0.2,3.661,3.796,5.9668,80.3,P-06,1.0,10:1,774.7,8055.0,Autumn,Non_Crop_Season,Season_3
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230518_S03372,S03372,S03372,2023-05-18,20230801.0,977.0,1530.0,20230615,20230619,51.3,352.2,818.2,62.0,20230714.0,3.341,0.4,6.755,20230615.0,5.976,20230615.0,26.0,sample,Wetland Pool 6,Wetland Pool 06,Between 6 and 2,sample,,,41.02416833,-83.69403,736.5,1759.25,32.8,668.45,769.7,92.5,1.4042,3.8372,7.2888,6.0151,54.925,840.0,1313.0,35.95,455.7,868.75,89.0,2.6085,0.4,8.47,6.114,32.15,P-06,1.0,10:1,774.7,8055.0,Spring,Crop_Season,Season_5
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00376,S00376,S00376,2022-06-28,20220928.0,535.0,2359.0,20220922,20221002,34.0,584.2,971.9,110.0,20220726.0,0.2,1.406,4.188,20221004.0,5.9392,20220712.0,26.2,sample,Wetland Pool 7,Wetland Pool 07,Near center,sample,,,41.023995,-83.69273933,667.3333,1849.6667,25.7,448.9333,782.0333,89.0,0.8457,1.257,4.3827,6.1017,51.3333,535.0,2359.0,34.0,584.2,971.9,110.0,0.2,1.406,4.188,5.9392,26.2,P-07,1.0,10:1,775.0,9620.0,Summer,Crop_Season,Season_3
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221025_S03067,S03067,S03067,2022-10-25,20221214.0,571.0,1770.0,20221212,20230105,28.6,518.6,625.0,72.0,20221222.0,0.337,1.486,5.28,20221214.0,6.022,20221214.0,94.4,sample,Wetland Pool 7,Wetland Pool 07,Interior,sample,,,41.02399,-83.69277333,667.3333,1849.6667,25.7,448.9333,782.0333,89.0,0.8457,1.257,4.3827,6.1017,51.3333,571.0,1770.0,28.6,518.6,625.0,72.0,0.337,1.486,5.28,6.022,94.4,P-07,1.0,10:1,775.0,9620.0,Autumn,Non_Crop_Season,Season_3
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230518_S03371,S03371,S03371,2023-05-18,20230801.0,896.0,1420.0,20230615,20230619,14.5,244.0,749.2,85.0,20230714.0,2.0,0.879,3.68,20230615.0,6.344,20230615.0,33.4,sample,Wetland Pool 7,Wetland Pool 07,East edge ,sample,,,41.02402833,-83.69265333,667.3333,1849.6667,25.7,448.9333,782.0333,89.0,0.8457,1.257,4.3827,6.1017,51.3333,896.0,1420.0,14.5,244.0,749.2,85.0,2.0,0.879,3.68,6.344,33.4,P-07,1.0,10:1,775.0,9620.0,Spring,Crop_Season,Season_5
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221025_S03083,S03083,S03083,2022-10-25,20221215.0,1008.0,1957.0,20221212,20230105,29.9,631.3,827.2,100.0,20221222.0,0.2,26.023,19.167,20221214.0,5.976,20221214.0,71.3,sample,Wetland Pool 8,Wetland Pool 08,Center ,sample,,,41.02360167,-83.692795,975.3333,2407.0,39.2,723.0333,936.6,108.3333,0.836,11.5927,8.5137,5.8257,98.7,1008.0,1957.0,29.9,631.3,827.2,100.0,0.2,26.023,19.167,5.976,71.3,P-08,1.5,10:1,774.5,6000.0,Autumn,Non_Crop_Season,Season_3
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00377,S00377,S00377,2022-06-28,20220928.0,857.0,3117.0,20220922,20221002,25.4,883.5,995.2,138.0,20220726.0,0.2,8.355,1.851,20221004.0,5.8012,20220712.0,190.7,sample,Wetland Pool 8,Wetland Pool 08,NW corner,sample,,,41.02373863,-83.69273665,975.3333,2407.0,39.2,723.0333,936.6,108.3333,0.836,11.5927,8.5137,5.8257,98.7,857.0,3117.0,25.4,883.5,995.2,138.0,0.2,8.355,1.851,5.8012,190.7,P-08,1.5,10:1,774.5,6000.0,Summer,Crop_Season,Season_3
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230518_S03326,S03326,S03326,2023-05-18,20230801.0,1061.0,2147.0,20230602,20230619,62.3,654.3,987.4,87.0,20230713.0,2.108,0.4,4.523,20230605.0,5.7,20230620.0,34.1,sample,Wetland Pool 8,Wetland Pool 08,South edge,sample,,,41.02354167,-83.6928,975.3333,2407.0,39.2,723.0333,936.6,108.3333,0.836,11.5927,8.5137,5.8257,98.7,1061.0,2147.0,62.3,654.3,987.4,87.0,2.108,0.4,4.523,5.7,34.1,P-08,1.5,10:1,774.5,6000.0,Spring,Crop_Season,Season_5
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230518_S03324,S03324,S03324,2023-05-18,20230801.0,609.0,997.0,20230602,20230619,25.7,423.4,746.8,83.0,20230713.0,0.948,0.4,1.899,20230605.0,6.068,20230620.0,20.02,sample,Wetland Pool 9,Wetland Pool 09,West edge,sample,,,41.023195,-83.69273333,548.5,902.75,30.8,694.875,577.1,73.75,0.465,6.0682,1.9302,6.3716,38.33,609.0,997.0,25.7,423.4,746.8,83.0,0.948,0.4,1.899,6.068,20.02,P-09,2.0,12:1 to 26:1,774.1,52478.0,Spring,Crop_Season,Season_5
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00391,S00391,S00391,2022-06-28,20220930.0,66.0,168.0,20220922,20221002,33.6,922.9,892.9,120.0,20220726.0,0.2,12.049,1.0,20221004.0,5.9576,20220712.0,45.2,sample,Wetland Pool 9,Wetland Pool 09,NE side,sample,,,41.02320226,-83.69236831,548.5,902.75,30.8,694.875,577.1,73.75,0.465,6.0682,1.9302,6.3716,38.33,66.0,168.0,33.6,922.9,892.9,120.0,0.2,12.049,1.0,5.9576,45.2,P-09,2.0,12:1 to 26:1,774.1,52478.0,Summer,Crop_Season,Season_3
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221025_S03082,S03082,S03082,2022-10-25,20221215.0,556.0,636.0,20221212,20230105,6.9,211.3,188.4,26.0,20221222.0,0.398,3.732,2.541,20221214.0,7.2824,20221214.0,61.4,sample,Wetland Pool 9,Wetland Pool 09,West edge,sample,,,41.02341333,-83.69259,548.5,902.75,30.8,694.875,577.1,73.75,0.465,6.0682,1.9302,6.3716,38.33,759.5,1223.0,31.95,716.6,334.35,46.0,0.356,5.912,2.411,6.7304,44.05,P-09,2.0,12:1 to 26:1,774.1,52478.0,Autumn,Non_Crop_Season,Season_3
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221025_S03080,S03080,S03080,2022-10-25,20221215.0,963.0,1810.0,20221212,20230105,57.0,1221.9,480.3,66.0,20221222.0,0.314,8.092,2.281,20221214.0,6.1784,20221214.0,26.7,sample,Wetland Pool 9,Wetland Pool 09,Center,sample,,,41.02317167,-83.692335,548.5,902.75,30.8,694.875,577.1,73.75,0.465,6.0682,1.9302,6.3716,38.33,759.5,1223.0,31.95,716.6,334.35,46.0,0.356,5.912,2.411,6.7304,44.05,P-09,2.0,12:1 to 26:1,774.1,52478.0,Autumn,Non_Crop_Season,Season_3
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230518_S03327,S03327,S03327,2023-05-18,20230801.0,1222.0,2458.0,20230602,20230619,37.7,499.9,795.9,81.0,20230713.0,3.513,0.588,10.12,20230605.0,5.516,20230620.0,39.7,sample,Wetland Pool 10,Wetland Pool 10,Between 10 and 15,sample,,,41.023145,-83.69163,1004.5,2008.0,50.075,660.975,821.175,80.75,2.0295,1.752,7.9598,5.7184,26.41,1095.0,2138.5,53.9,807.1,884.8,92.0,3.4325,2.3845,9.4115,5.24,36.55,P-10,0.5,10:1,776.0,2000.0,Spring,Crop_Season,Season_5
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230518_S03330,S03330,S03330,2023-05-18,20230801.0,968.0,1819.0,20230602,20230619,70.1,1114.3,973.7,103.0,20230713.0,3.352,4.181,8.703,20230605.0,4.964,20230620.0,33.4,sample,Wetland Pool 10,Wetland Pool 10,North east edge,sample,,,41.02316333,-83.69160667,1004.5,2008.0,50.075,660.975,821.175,80.75,2.0295,1.752,7.9598,5.7184,26.41,1095.0,2138.5,53.9,807.1,884.8,92.0,3.4325,2.3845,9.4115,5.24,36.55,P-10,0.5,10:1,776.0,2000.0,Spring,Crop_Season,Season_5
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00389,S00389,S00389,2022-06-28,20220930.0,998.0,1803.0,20220922,20221002,58.0,576.0,897.6,77.0,20220726.0,0.195,0.578,7.522,20221004.0,5.838,20220712.0,18.3,sample,Wetland Pool 10,Wetland Pool 10,Near center,sample,,No standing water but very moist soil,41.02300184,-83.69164126,1004.5,2008.0,50.075,660.975,821.175,80.75,2.0295,1.752,7.9598,5.7184,26.41,998.0,1803.0,58.0,576.0,897.6,77.0,0.195,0.578,7.522,5.838,18.3,P-10,0.5,10:1,776.0,2000.0,Summer,Crop_Season,Season_3
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221025_S03081,S03081,S03081,2022-10-25,20221215.0,830.0,1952.0,20221212,20230105,34.5,453.7,617.5,62.0,20221222.0,1.058,1.661,5.494,20221214.0,6.5556,20221214.0,14.24,sample,Wetland Pool 10,Wetland Pool 10,Center,sample,,,41.02299167,-83.69175333,1004.5,2008.0,50.075,660.975,821.175,80.75,2.0295,1.752,7.9598,5.7184,26.41,830.0,1952.0,34.5,453.7,617.5,62.0,1.058,1.661,5.494,6.5556,14.24,P-10,0.5,10:1,776.0,2000.0,Autumn,Non_Crop_Season,Season_3
midden_BGSU,20-21,OAKWE,soil,OAKWE_20220628_S00379,S00379,S00379,2022-06-28,20220928.0,656.0,2682.0,20220922,20221002,31.1,860.4,788.3,107.0,20220726.0,0.2,2.723,2.837,20221004.0,5.9576,20220712.0,12.15,sample,Wetland Pool 11,Wetland Pool 11,Near center,sample,,Dense cattails throughout pool,41.02360632,-83.69197636,742.3333,2056.6667,30.0667,563.0333,801.4333,93.3333,0.892,1.1743,2.7537,6.0005,15.1633,656.0,2682.0,31.1,860.4,788.3,107.0,0.2,2.723,2.837,5.9576,12.15,P-11,1.0,10:1,775.4,4000.0,Summer,Crop_Season,Season_3
midden_BGSU,20-21,OAKWE,soil,OAKWE_20230518_S03325,S03325,S03325,2023-05-18,20230801.0,851.0,1953.0,20230602,20230619,34.1,280.7,907.1,86.0,20230713.0,1.668,0.4,1.912,20230605.0,5.792,20230620.0,13.31,sample,Wetland Pool 11,Wetland Pool 11,"Between 7, 8, 11, 12",sample,,,41.02366667,-83.69230667,742.3333,2056.6667,30.0667,563.0333,801.4333,93.3333,0.892,1.1743,2.7537,6.0005,15.1633,851.0,1953.0,34.1,280.7,907.1,86.0,1.668,0.4,1.912,5.792,13.31,P-11,1.0,10:1,775.4,4000.0,Spring,Crop_Season,Season_5
midden_BGSU,20-21,OAKWE,soil,OAKWE_20221025_S03079,S03079,S03079,2022-10-25,20221215.0,720.0,1535.0,20221212,20230105,25.0,548.0,708.9,87.0,20221222.0,0.808,0.4,3.512,20221214.0,6.252,20221214.0,20.03,sample,Wetland Pool 11,Wetland Pool 11,Interior,sample,,,41.02341167,-83.69181333,742.3333,2056.6667,30.0667,563.0333,801.4333,93.3333,0.892,1.1743,2.7537,6.0005,15.1633,720.0,1535.0,25.0,548.0,708.9,87.0,0.808,0.4,3.512,6.252,20.03,P-11,1.0,10:1,775.4,4000.0,Autumn,Non_Crop_Season,Season_3
