sampleID,visitDate,TN,TP,disNH4,disNO3,disPO4,TDN,TDP,locName,Pool Volume (cu ft)_x,samp_type,notes,samp_notes,y_x,x_x,Totall_Mean_TP,Totall_Mean_TN,Totall_Mean_disNH4,Totall_Mean_disNO3,Totall_Mean_disPO4,Visit_Mean_TP,Visit_Mean_TN,Visit_Mean_disNH4,Visit_Mean_disNO3,Visit_Mean_disPO4,Max Depth  (ft),Slope Range,Bottom Deviation of wetland,y_y,x_y,Pool Volume (cu ft)_y,season
W00362,4/1/2022,0.699,0.179,0,0.1372,0,,,Wetland Pool 9,52478,sample,,,41.023555,-83.69244,0.2299999999999999,2.2430332,0.0502,0.062281818,0.001536364,0.179,0.699,0,0.1372,0,2,12:1 to 26:1,774.1,41.023555,-83.69244,52478,Spring
W00363,4/1/2022,0.74,0.088,0,0.1422,0,,,Wetland Pool 11,4000,sample,,,41.02361667,-83.69210667,0.1186666666666666,1.515,0,0.092733333,0.011133333,0.088,0.74,0,0.1422,0,1,10:01,775.4,41.02361667,-83.69210667,4000,Spring
W00364,4/1/2022,0.81,0.065,0,0.1138,0,,,Wetland Pool 12,12750,sample,,,41.02406,-83.69191667,0.3658888888888889,3.307778,0.1328888888888889,0.079488889,0.003288889,0.0585,0.6845000000000001,0,0.1215999999999999,0,1.5,12:1 to 48:1,774.9,41.02406,-83.69191667,12750,Spring
W00365,4/1/2022,0.559,0.052,0,0.1294,0,,,Wetland Pool 12,12750,sample,,,41.02404833,-83.69138167,0.3658888888888889,3.307778,0.1328888888888889,0.079488889,0.003288889,0.0585,0.6845000000000001,0,0.1215999999999999,0,1.5,12:1 to 48:1,774.9,41.02406,-83.69191667,12750,Spring
W00366,4/1/2022,0.455,0.065,0,0.1248,0,,,Wetland Pool 13,6000,sample,,,41.02396667,-83.69073333,0.1462,1.6569292,0.01142,0.08606,0.00866,0.065,0.455,0,0.1248,0,1.5,10:01,775.1,41.02396667,-83.69073333,6000,Spring
W00367,4/1/2022,0.484,0.093,0,0.1161,0.016,,,Wetland Pool 18,19452,sample,,,41.02389167,-83.68997,0.099846154,1.4081614615384614,0.0448,0.064869214,0.014614286,0.093,0.484,0,0.1161,0.016,2,12:1 to 19:1,774.8,41.02404667,-83.68998833,19452,Spring
W00384,4/15/2022,7.272,0.122,0.0322,6.4222,0,,,Aurand Run downstream,,sample,,,41.02391833,-83.69821167,0.016545455,1.75824,0.024125,1.3299103333333333,0.002091667,0.122,7.272,0.0322,6.4222,0,,,,,,,Spring
W00385,4/15/2022,0.96,0.167,0,0.0721,0,,,Wetland Pool 1,353316,sample,,,41.02387167,-83.69616667,0.1256086956521739,1.4951467173913042,0.062869388,0.296505694,0.006269388,0.167,0.96,0,0.0721,0,6,14:1 to 35:1,770,41.0243,-83.6968,353316,Spring
W00386,4/15/2022,6.591,0.093,0.0243,5.8641,0,,,Aurand Run connection to P1,,sample,,,41.02354833,-83.69614667,0.053363636,2.7123605454545454,0.046836364,2.1385950000000005,0.021063636,0.093,6.591,0.0243,5.8641,0,,,,,,,Spring
W00387,4/15/2022,0.759,0.065,0,0.0534,0,,,Wetland Pool 5,4000,sample,,,41.02326333,-83.69358167,0.3196666666666667,3.705,0.085033333,0.0566,0.005866667,0.065,0.759,0,0.0534,0,1,10:01,775,41.02322762,-83.69357667,4000,Spring
W00388,4/15/2022,0.666,0.045,0,0.0447,0,,,Wetland Pool 10,2000,sample,,,41.02299333,-83.69168167,0.2525,1.098,0,0.08205,0.08365,0.045,0.666,0,0.0447,0,0.5,10:01,776,41.02315881,-83.69262599,2000,Spring
W00389,4/15/2022,0.589,0.034,0,0.0604,0,,,Wetland Pool 15,19500,sample,,,41.02324,-83.69115,0.159,2.1286666666666667,0.022333333,0.061633333,0.0076,0.034,0.589,0,0.0604,0,1.5,16:01,775.4,41.02324,-83.69115,19500,Spring
W00390,4/15/2022,0.815,0.043,0,0.0547,0,,,Wetland Pool 16,4000,sample,,,41.02307667,-83.69081667,0.1,1.3365,0,0.04125,0,0.043,0.815,0,0.0547,0,1,10:01,775.8,41.02307667,-83.69081667,4000,Spring
W00391,4/15/2022,0.723,0.074,0,0.0644,0,,,Wetland Pool 19,11124,sample,,,41.0231,-83.69028833,0.1765555555555555,2.048147888888889,0.074633333,0.067111111,0.001611111,0.074,0.723,0,0.0644,0,1.5,14:1 to 36:1,775.6,41.0231,-83.69028833,11124,Spring
W00392,4/15/2022,0.691,0.073,0.011,0.052,0,,,Wetland Pool 17,2000,sample,,Full of tall grass. Difficult to see until you walk into it. ,41.0236,-83.69033,0.073,0.691,0.011,0.052,0,0.073,0.691,0.011,0.052,0,0.7,10:02,776.5,41.0236,-83.69033,2000,Spring
W00393,4/15/2022,0.78,0.085,0.0194,0.0673,0.0127,,,Wetland Pool 14,4000,sample,,Lots of tall grass,41.02388167,-83.69051667,0.28025,2.42825,0.0313,0.2106667499999999,0.009775,0.085,0.78,0.0194,0.0673,0.0127,1,10:01,775.7,41.02388167,-83.69051667,4000,Spring
W00394,4/15/2022,0.638,0.044,0,0.0553,0,,,Wetland Pool 13,6000,sample,,No veg in this pool. Deeper than others. ,41.02400667,-83.69102667,0.1462,1.6569292,0.01142,0.08606,0.00866,0.044,0.638,0,0.0553,0,1.5,10:01,775.1,41.02396667,-83.69073333,6000,Spring
W00395,4/15/2022,1.097,0.09,0.0103,0.037,0,,,Wetland Pool 12,12750,sample,,,41.02409333,-83.691805,0.3658888888888889,3.307778,0.1328888888888889,0.079488889,0.003288889,0.09,1.097,0.0103,0.037,0,1.5,12:1 to 48:1,774.9,41.02406,-83.69191667,12750,Spring
W00396,4/15/2022,7.74,0.104,0.0175,6.8319,0.0236,,,Aurand Run upstream,,sample,,,41.01942333,-83.688145,0.017333333,3.079126,0.07269,2.2705100000000003,0.00236,0.104,7.74,0.0175,6.8319,0.0236,,,,,,,Spring
W00397,4/15/2022,0.704,0.067,0,0.0758,0.0105,,,Wetland Pool 25,15000,sample,,Merged with pool to NE,41.02385833,-83.68438667,0.1818571428571428,1.4995155714285713,0.022671429,0.038657143,0.025885714,0.067,0.704,0,0.0758,0.0105,1.5,16:1 to 19:1,775.8,41.02286167,-83.683685,15000,Spring
W00398,4/15/2022,0.939,0.093,0.0212,0.0295,0.0107,,,Wetland Pool 40,126000,sample,,Merged with other pools. See separate video. ,41.02477667,-83.68503333,0.088074074,1.3274607407407406,0.008132143,0.042705821,0.000382143,0.093,0.939,0.0212,0.0295,0.0107,2,10:1 to 75:1,775.2,41.024775,-83.68513833,126000,Spring
W00399,4/15/2022,0.926,0.084,0,0.0463,0,,,Wetland Pool 35,26318,sample,,,41.02624333,-83.68290667,0.141875,1.933630125,0.02165,0.035975,0.0082125,0.084,0.926,0,0.0463,0,2,12:1 to 32:1,775.1,41.026435,-83.683175,26318,Spring
W00400,4/15/2022,0.688,0.036,0.004,0.0433,0,,,Wetland Pool 38,15000,sample,,Isolated and well defined boundary,41.02655333,-83.68188833,0.1671666666666666,2.4038666666666666,0.024566667,0.075264,0.029983333,0.036,0.688,0.004,0.0433,0,1.5,10:01,775.8,41.02657333,-83.68182167,15000,Spring
W00401,4/15/2022,0.643,0.036,0,0.0403,0,,,Wetland Pool 37,10000,sample,,,41.02690667,-83.68200167,0.0912,2.1038,0,0.0872234,0.00232,0.036,0.643,0,0.0403,0,1,10:01,776.4,41.02695667,-83.68210667,10000,Spring
W00402,4/15/2022,1.202,0.194,0,0.0526,0,,,Wetland Pool 36,5000,sample,,,41.02667,-83.68387,0.2032,1.7152,0.3879,0.21642,0.0888,0.194,1.202,0,0.0526,0,0.5,27:1 to 35:1,776.8,41.02677,-83.68446333,5000,Spring
W00403,4/15/2022,1,0.071,0.0122,0.0514,0,,,Wetland Pool 42,15000,sample,,Merged with 31,41.026155,-83.684495,0.3547272727272727,3.3046794545454548,0.013191667,0.056083333,0.018108333,0.071,1,0.0122,0.0514,0,1.5,15:1 to 32:1,775.5,41.02595667,-83.68474,15000,Spring
W00404,4/15/2022,0.822,0.078,0,0.0545,0,,,Wetland Pool 30,20000,sample,,Merged with other pools,41.02580667,-83.686035,0.1769090909090909,2.2388654545454547,0.074133333,0.125075,0.012716667,0.078,0.822,0,0.0545,0,2,14:1 to 28:1,775.1,41.02577,-83.686365,20000,Spring
W00405,4/15/2022,0.731,0.054,0,0.0433,0,,,Wetland Pool 22,15000,sample,,,41.02496833,-83.68720333,0.1783333333333333,1.7066666666666663,0.017166667,0.1381508333333333,0.025966667,0.054,0.731,0,0.0433,0,1.5,10:01,775.7,41.02496833,-83.68720333,15000,Spring
W00406,4/15/2022,0.548,0.025,0.0147,0.0255,0,,,Wetland Pool 39,30000,sample,,,41.02447333,-83.687055,0.10725,1.605461625,0.001633333,0.023833333,0.006288889,0.025,0.548,0.0147,0.0255,0,1.5,15:1 to 65:1,775.8,41.02409167,-83.687305,30000,Spring
W00407,4/15/2022,0.734,0.055,0,0.0445,0,,,Wetland Pool 21,14085,sample,,,41.02401833,-83.686875,0.1113999999999999,1.4663976,0,0.0393,0.01228,0.055,0.734,0,0.0445,0,1.5,15:1 to 29:1,775.9,41.02401833,-83.686875,14085,Spring
W00408,4/15/2022,1.665,0.329,0,0.0423,0.0234,,,Wetland Pool 20,5000,sample,,Totally grown with tall grasses,41.02360333,-83.68796667,0.0895,0.2476249999999999,0.002225,0.060101631,0.05786875,0.329,1.665,0,0.0423,0.0234,0.5,24:01:00,776.8,41.02360333,-83.68796667,5000,Spring
W00473,6/15/2022,1.9,0.215,0,0.7441,0.0341,,,Wetland Pool 1,353316,sample,,Near sonde,41.02420833,-83.69623667,0.1256086956521739,1.4951467173913042,0.062869388,0.296505694,0.006269388,0.1406666666666667,2.4683333333333333,0,0.3194333333333333,0.0262,6,14:1 to 35:1,770,41.0243,-83.6968,353316,Summer
W00474,6/15/2022,1.58,0.155,0,0.5507,0.0285,,,Wetland Pool 1,353316,replicate,,Near sonde,41.02417333,-83.69621833,0.1256086956521739,1.4951467173913042,0.062869388,0.296505694,0.006269388,0.1406666666666667,2.4683333333333333,0,0.3194333333333333,0.0262,6,14:1 to 35:1,770,41.0243,-83.6968,353316,Summer
W00475,6/15/2022,1.63,0.193,0,0.4366,0.0479,,,Wetland Pool 1,353316,sample,,,41.02391167,-83.69629,0.1256086956521739,1.4951467173913042,0.062869388,0.296505694,0.006269388,0.1406666666666667,2.4683333333333333,0,0.3194333333333333,0.0262,6,14:1 to 35:1,770,41.0243,-83.6968,353316,Summer
W00476,6/15/2022,9.7,0.281,0,0.1682,0.0467,,,Wetland Pool 1,353316,replicate,,,41.02395333,-83.696325,0.1256086956521739,1.4951467173913042,0.062869388,0.296505694,0.006269388,0.1406666666666667,2.4683333333333333,0,0.3194333333333333,0.0262,6,14:1 to 35:1,770,41.0243,-83.6968,353316,Summer
W00477,6/15/2022,0,0,0,0,0,,,Wetland Pool 1,353316,blank,,,41.02502667,-83.69826333,0.1256086956521739,1.4951467173913042,0.062869388,0.296505694,0.006269388,0.1406666666666667,2.4683333333333333,0,0.3194333333333333,0.0262,6,14:1 to 35:1,770,41.0243,-83.6968,353316,Summer
W00478,6/15/2022,0,0,0,0.017,0,,,Wetland Pool 1,353316,blank,,,41.02502667,-83.69826333,0.1256086956521739,1.4951467173913042,0.062869388,0.296505694,0.006269388,0.1406666666666667,2.4683333333333333,0,0.3194333333333333,0.0262,6,14:1 to 35:1,770,41.0243,-83.6968,353316,Summer
W00479,6/15/2022,0.88,0.043,0,0,0,,,Wetland Pool 40,126000,sample,,,41.024735,-83.68510167,0.088074074,1.3274607407407406,0.008132143,0.042705821,0.000382143,0.045,0.91,0,0,0,2,10:1 to 75:1,775.2,41.024775,-83.68513833,126000,Summer
W00480,6/15/2022,0.94,0.047,0,0,0,,,Wetland Pool 40,126000,replicate,,,41.02473667,-83.68510167,0.088074074,1.3274607407407406,0.008132143,0.042705821,0.000382143,0.045,0.91,0,0,0,2,10:1 to 75:1,775.2,41.024775,-83.68513833,126000,Summer
W02504,7/14/2022,0,0,0,0.069,0,,,Wetland Pool 1,353316,blank,,,41.02485667,-83.69820667,0.1256086956521739,1.4951467173913042,0.062869388,0.296505694,0.006269388,0.093,1.1106666666666667,0,0.0489,0,6,14:1 to 35:1,770,41.0243,-83.6968,353316,Summer
W02505,7/14/2022,0,0,0,0.0777,0,,,Wetland Pool 1,353316,blank,,,41.02505333,-83.69824167,0.1256086956521739,1.4951467173913042,0.062869388,0.296505694,0.006269388,0.093,1.1106666666666667,0,0.0489,0,6,14:1 to 35:1,770,41.0243,-83.6968,353316,Summer
W02506,7/14/2022,3.332,0.279,0,0,0,,,Wetland Pool 1,353316,sample,,,41.02417,-83.69626167,0.1256086956521739,1.4951467173913042,0.062869388,0.296505694,0.006269388,0.093,1.1106666666666667,0,0.0489,0,6,14:1 to 35:1,770,41.0243,-83.6968,353316,Summer
W02507,7/14/2022,6.268,0.542,0,0.0594,0.016,,,Wetland Pool 2,7383,sample,,,41.02404667,-83.694335,0.2728333333333333,2.7486666666666664,0.010666667,0.0876985,0.011702667,0.542,6.268,0,0.0594,0.016,0.5,10:01,774.8,41.0239,-83.6946,7383,Summer
W02508,7/14/2022,3.155,0.163,0,0,0.0113,,,Wetland Pool 6,8055,sample,,,41.02399,-83.69339833,0.3162,2.6555936000000004,0.01196,0.10718,0.01054,0.163,3.155,0,0,0.0113,1,10:01,774.7,41.02399833,-83.69329,8055,Summer
W02509,7/14/2022,4.471,0.445,0,0.0922,0,,,Wetland Pool 4,49146,sample,,,41.0237,-83.69371167,0.1516363636363636,1.877506818181818,0.03235,0.069175,0.007766667,0.445,4.471,0,0.0922,0,2,16:1 to 52:1,773.7,41.02356336,-83.69422241,49146,Summer
W02510,7/14/2022,5.204,0.626,0,0.0664,0,,,Wetland Pool 5,4000,sample,,,41.02319667,-83.69341333,0.3196666666666667,3.705,0.085033333,0.0566,0.005866667,0.626,5.204,0,0.0664,0,1,10:01,775,41.02322762,-83.69357667,4000,Summer
W02511,7/14/2022,4.26,0.42,0,0.0565,0,,,Wetland Pool 9,52478,sample,,,41.02328333,-83.69272667,0.2299999999999999,2.2430332,0.0502,0.062281818,0.001536364,0.42,4.26,0,0.0565,0,2,12:1 to 26:1,774.1,41.023555,-83.69244,52478,Summer
W02512,7/14/2022,3.313,0.187,0,0.0502,0,,,Wetland Pool 8,6000,sample,,,41.02369167,-83.69264667,0.3268333333333333,2.8573513333333334,0.2026833333333333,0.075016667,0.045716667,0.187,3.313,0,0.0502,0,1.5,10:01,774.5,41.02390667,-83.69276833,6000,Summer
W02513,7/14/2022,4.469,0.437,0,0.0709,0.0135,,,Wetland Pool 12,12750,sample,,,41.024005,-83.69211167,0.3658888888888889,3.307778,0.1328888888888889,0.079488889,0.003288889,0.437,4.469,0,0.0709,0.0135,1.5,12:1 to 48:1,774.9,41.02406,-83.69191667,12750,Summer
W02514,7/14/2022,3.085,0.286,0.067,0.0629,0.0228,,,Wetland Pool 15,19500,sample,,Water too low for physico. Very dense veg difficult to penetrate,41.02332,-83.69125333,0.159,2.1286666666666667,0.022333333,0.061633333,0.0076,0.286,3.085,0.067,0.0629,0.0228,1.5,16:01,775.4,41.02324,-83.69115,19500,Summer
W02515,7/14/2022,2.854,0.102,0.031,0.0505,0,,,Wetland Pool 13,6000,sample,,,41.023975,-83.69118667,0.1462,1.6569292,0.01142,0.08606,0.00866,0.102,2.854,0.031,0.0505,0,1.5,10:01,775.1,41.02396667,-83.69073333,6000,Summer
W02516,7/14/2022,6.487,0.884,0.0308,0.0943,0.0264,,,Wetland Pool 14,4000,sample,,,41.02389333,-83.69068,0.28025,2.42825,0.0313,0.2106667499999999,0.009775,0.884,6.487,0.0308,0.0943,0.0264,1,10:01,775.7,41.02388167,-83.69051667,4000,Summer
W02517,7/14/2022,2.537,0.07,0,0,0,,,Wetland Pool 18,19452,sample,,,41.02378167,-83.69003333,0.099846154,1.4081614615384614,0.0448,0.064869214,0.014614286,0.07,2.537,0,0,0,2,12:1 to 19:1,774.8,41.02404667,-83.68998833,19452,Summer
W02518,7/14/2022,2.587,0.083,0,0,0,,,Wetland Pool 19,11124,sample,,,41.02323667,-83.69023333,0.1765555555555555,2.048147888888889,0.074633333,0.067111111,0.001611111,0.083,2.587,0,0,0,1.5,14:1 to 36:1,775.6,41.0231,-83.69028833,11124,Summer
W02519,7/14/2022,1.061,0.015,0.0286,0.3119,0,,,Aurand Run connection to P1,,sample,,,41.02343667,-83.696055,0.053363636,2.7123605454545454,0.046836364,2.1385950000000005,0.021063636,0.015,1.061,0.0286,0.3119,0,,,,,,,Summer
W02520,7/14/2022,1.092,0.016,0.0483,0.3403,0,,,Aurand Run downstream,,sample,,,41.02382667,-83.69817333,0.016545455,1.75824,0.024125,1.3299103333333333,0.002091667,0.016,1.092,0.0483,0.3403,0,,,,,,,Summer
W02521,7/14/2022,0.983,0.012,0.0633,0.2834,0,,,Aurand Run upstream,,sample,,,41.01938667,-83.68828333,0.017333333,3.079126,0.07269,2.2705100000000003,0.00236,0.012,0.983,0.0633,0.2834,0,,,,,,,Summer
W02522,7/14/2022,2.143,0.127,0.0207,0,0.0108,,,Wetland Pool 25,15000,sample,,,41.02286167,-83.683685,0.1818571428571428,1.4995155714285713,0.022671429,0.038657143,0.025885714,0.127,2.143,0.0207,0,0.0108,1.5,16:1 to 19:1,775.8,41.02286167,-83.683685,15000,Summer
W02523,7/14/2022,4.193,0.162,0,0.0579,0.0112,,,Wetland Pool 24,10000,sample,,,41.02399667,-83.68573833,0.2269999999999999,2.4685,0,0.05855,0.12405,0.162,4.193,0,0.0579,0.0112,1,18:1 to 78:1,778.3,41.02399667,-83.68573833,10000,Summer
W02524,7/14/2022,2.385,0.089,0,0.0582,0,,,Wetland Pool 21,14085,sample,,,41.02382167,-83.68673333,0.1113999999999999,1.4663976,0,0.0393,0.01228,0.089,2.385,0,0.0582,0,1.5,15:1 to 29:1,775.9,41.02401833,-83.686875,14085,Summer
W02525,7/14/2022,2.687,0.075,0,0,0,,,Wetland Pool 39,30000,sample,,,41.02409167,-83.687305,0.10725,1.605461625,0.001633333,0.023833333,0.006288889,0.075,2.687,0,0,0,1.5,15:1 to 65:1,775.8,41.02409167,-83.687305,30000,Summer
W02526,7/14/2022,5.18,0.456,0.045,0.0539,0,,,Wetland Pool 22,15000,sample,,,41.024835,-83.68768,0.1783333333333333,1.7066666666666663,0.017166667,0.1381508333333333,0.025966667,0.456,5.18,0.045,0.0539,0,1.5,10:01,775.7,41.02496833,-83.68720333,15000,Summer
W02527,7/14/2022,3.719,0.246,0,0.07,0.0242,,,Wetland Pool 29,30000,sample,,,41.02547,-83.686815,0.6738333333333334,5.941913166666667,0.0421,0.022466667,0.0201,0.246,3.719,0,0.07,0.0242,1.5,10:01,775.7,41.02547,-83.686815,30000,Summer
W02528,7/14/2022,5.053,0.199,0,0.0505,0,,,Wetland Pool 28,10000,sample,,,41.02586833,-83.68718667,0.3656666666666666,4.214199,0,0.047766667,0.098766667,0.199,5.053,0,0.0505,0,1,10:01,776.1,41.02586833,-83.68718667,10000,Summer
W02529,7/14/2022,2.733,0.116,0.0221,0.0836,0,,,Wetland Pool 30,20000,sample,,,41.02577,-83.686365,0.1769090909090909,2.2388654545454547,0.074133333,0.125075,0.012716667,0.116,2.733,0.0221,0.0836,0,2,14:1 to 28:1,775.1,41.02577,-83.686365,20000,Summer
W02530,7/14/2022,10.538,0.955,0,0.0837,0,,,Wetland Pool 41,10000,sample,,,41.02541167,-83.68574,0.56875,5.76075375,0,0.0366,0.014425,0.955,10.538,0,0.0837,0,1,12:1 to 71:1,776.1,41.02541167,-83.68574,10000,Summer
W02531,7/14/2022,6.763,0.485,0,0.0921,0.0104,,,Wetland Pool 31,10000,sample,,,41.02568,-83.68505833,0.2442857142857142,2.6817724285714286,0.036542857,0.085242857,0.022057143,0.485,6.763,0,0.0921,0.0104,1,10:01,776.1,41.02568,-83.68505833,10000,Summer
W02532,7/14/2022,13.304,1.655,0,0.0834,0,,,Wetland Pool 42,15000,sample,,,41.02595667,-83.68474,0.3547272727272727,3.3046794545454548,0.013191667,0.056083333,0.018108333,1.655,13.304,0,0.0834,0,1.5,15:1 to 32:1,775.5,41.02595667,-83.68474,15000,Summer
W02533,7/14/2022,3.966,0.165,0,0.0727,0,,,Wetland Pool 43,10000,sample,,,41.02607333,-83.68343667,0.1316666666666666,4.115002333333334,0.1306833333333333,1.8173666666666668,0,0.165,3.966,0,0.0727,0,1,13:1 to 32:1,776.2,41.02607333,-83.68343667,10000,Summer
W02534,7/14/2022,3.052,0.139,0,0.0682,0,,,Wetland Pool 35,26318,sample,,,41.026435,-83.683175,0.141875,1.933630125,0.02165,0.035975,0.0082125,0.139,3.052,0,0.0682,0,2,12:1 to 32:1,775.1,41.026435,-83.683175,26318,Summer
W02535,7/14/2022,6.122,0.273,0,0.0692,0,,,Wetland Pool 37,10000,sample,,,41.02695667,-83.68210667,0.0912,2.1038,0,0.0872234,0.00232,0.273,6.122,0,0.0692,0,1,10:01,776.4,41.02695667,-83.68210667,10000,Summer
W02536,7/14/2022,4.97,0.252,0,0.0631,0,,,Wetland Pool 38,15000,sample,,,41.02657333,-83.68182167,0.1671666666666666,2.4038666666666666,0.024566667,0.075264,0.029983333,0.252,4.97,0,0.0631,0,1.5,10:01,775.8,41.02657333,-83.68182167,15000,Summer
W02537,7/14/2022,3.466,0.091,0,0.0507,0,,,Wetland Pool 34,15000,sample,,,41.02589833,-83.68242333,0.1232222222222222,2.1979314444444444,0.03743,0.04212,0,0.091,3.466,0,0.0507,0,1.5,10:01,775.6,41.02589833,-83.68242333,15000,Summer
W02538,7/14/2022,5.286,0.404,0,0.059,0,,,Wetland Pool 33,10000,sample,,,41.02554333,-83.68254833,0.3428,3.5404494,0,0.04104,0.01556,0.404,5.286,0,0.059,0,1,23:01,778.1,41.02554333,-83.68254833,10000,Summer
W02539,7/14/2022,6.764,0.26,0,0.0648,0,,,Wetland Pool 27,5000,sample,,,41.02495667,-83.68449667,0.2353333333333333,4.121655333333333,0.0213,0.042466667,0.0249,0.26,6.764,0,0.0648,0,0.5,31:1 to 280:1,776.6,41.02495667,-83.68449667,5000,Summer
W02540,7/14/2022,3.654,0.221,0,0,0,,,Wetland Pool 26,22424,sample,,,41.02492167,-83.68488333,0.1085555555555555,1.5949301111111112,0,0.024377778,0.002455556,0.221,3.654,0,0,0,2,10:01,775.2,41.02492167,-83.68488333,22424,Summer
W02541,7/14/2022,2.716,0.083,0,0.0521,0,,,Wetland Pool 40,126000,sample,,,41.024775,-83.68513833,0.088074074,1.3274607407407406,0.008132143,0.042705821,0.000382143,0.083,2.716,0,0.0521,0,2,10:1 to 75:1,775.2,41.024775,-83.68513833,126000,Summer
W02565,7/27/2022,0,0,0,0.0204,0,,,Wetland Pool 20,5000,blank,,,41.02268333,-83.68380333,0.0895,0.2476249999999999,0.002225,0.060101631,0.05786875,0,0,0,0.0165,0,0.5,24:01:00,776.8,41.02360333,-83.68796667,5000,Summer
W02566,7/27/2022,0,0,0,0.0126,0,,,Wetland Pool 20,5000,blank,,,41.02268333,-83.68380167,0.0895,0.2476249999999999,0.002225,0.060101631,0.05786875,0,0,0,0.0165,0,0.5,24:01:00,776.8,41.02360333,-83.68796667,5000,Summer
W02567,7/27/2022,1.054626,0.024,0.0595,0.0227,0,,,Wetland Pool 40,126000,sample,,,41.02449167,-83.68529333,0.088074074,1.3274607407407406,0.008132143,0.042705821,0.000382143,0.028,1.099925,0.02975,0.0297,0,2,10:1 to 75:1,775.2,41.024775,-83.68513833,126000,Summer
W02568,7/27/2022,1.145224,0.032,0,0.0367,0,,,Wetland Pool 40,126000,replicate,,,41.02449333,-83.68528333,0.088074074,1.3274607407407406,0.008132143,0.042705821,0.000382143,0.028,1.099925,0.02975,0.0297,0,2,10:1 to 75:1,775.2,41.024775,-83.68513833,126000,Summer
W02603,8/11/2022,1.361811,0.02,0,0,0,,,Wetland Pool 40,126000,sample,,,41.02447333,-83.68528667,0.088074074,1.3274607407407406,0.008132143,0.042705821,0.000382143,0.02,1.361811,0,0,0,2,10:1 to 75:1,775.2,41.024775,-83.68513833,126000,Summer
W02604,8/11/2022,1.168732,0.072,0,0,0,,,Wetland Pool 26,22424,sample,,,41.024405,-83.68502,0.1085555555555555,1.5949301111111112,0,0.024377778,0.002455556,0.072,1.168732,0,0,0,2,10:01,775.2,41.02492167,-83.68488333,22424,Summer
W02605,8/11/2022,2.040609,0.264,0,0,0,,,Wetland Pool 25,15000,sample,,,41.02397167,-83.684735,0.1818571428571428,1.4995155714285713,0.022671429,0.038657143,0.025885714,0.264,2.040609,0,0,0,1.5,16:1 to 19:1,775.8,41.02286167,-83.683685,15000,Summer
W02606,8/11/2022,1.837988,0.071,0,0,0,,,Wetland Pool 21,14085,sample,,,41.02381833,-83.68672167,0.1113999999999999,1.4663976,0,0.0393,0.01228,0.071,1.837988,0,0,0,1.5,15:1 to 29:1,775.9,41.02401833,-83.686875,14085,Summer
W02607,8/11/2022,1.921644,0.143,0,0,0,,,Wetland Pool 39,30000,sample,,,41.02411,-83.68771833,0.10725,1.605461625,0.001633333,0.023833333,0.006288889,0.143,1.921644,0,0,0,1.5,15:1 to 65:1,775.8,41.02409167,-83.687305,30000,Summer
W02608,8/11/2022,6.665597,0.486,0,0,0,,,Wetland Pool 28,10000,sample,,,41.02573333,-83.68744667,0.3656666666666666,4.214199,0,0.047766667,0.098766667,0.486,6.665597,0,0,0,1,10:01,776.1,41.02586833,-83.68718667,10000,Summer
W02609,8/11/2022,3.123219,0.248,0,0,0,,,Wetland Pool 29,30000,sample,,,41.02559667,-83.68696833,0.6738333333333334,5.941913166666667,0.0421,0.022466667,0.0201,0.248,3.123219,0,0,0,1.5,10:01,775.7,41.02547,-83.686815,30000,Summer
W02610,8/11/2022,4.115015,0.135,0,0,0,,,Wetland Pool 41,10000,sample,,,41.02525333,-83.685945,0.56875,5.76075375,0,0.0366,0.014425,0.135,4.115015,0,0,0,1,12:1 to 71:1,776.1,41.02541167,-83.68574,10000,Summer
W02611,8/11/2022,1.496521,0.034,0,0,0,,,Wetland Pool 30,20000,sample,,,41.02563167,-83.68608,0.1769090909090909,2.2388654545454547,0.074133333,0.125075,0.012716667,0.034,1.496521,0,0,0,2,14:1 to 28:1,775.1,41.02577,-83.686365,20000,Summer
W02612,8/11/2022,6.311407,0.464,0.1732,0,0,,,Wetland Pool 31,10000,sample,,,41.02581333,-83.68508833,0.2442857142857142,2.6817724285714286,0.036542857,0.085242857,0.022057143,0.464,6.311407,0.1732,0,0,1,10:01,776.1,41.02568,-83.68505833,10000,Summer
W02613,8/11/2022,3.296577,0.198,0,0,0,,,Wetland Pool 42,15000,sample,,,41.02596833,-83.684765,0.3547272727272727,3.3046794545454548,0.013191667,0.056083333,0.018108333,0.198,3.296577,0,0,0,1.5,15:1 to 32:1,775.5,41.02595667,-83.68474,15000,Summer
W02614,8/11/2022,4.4102,0.275,0.1434,0,0,,,Wetland Pool 38,15000,sample,,Too shallow for PC measurements,41.02662,-83.68171167,0.1671666666666666,2.4038666666666666,0.024566667,0.075264,0.029983333,0.275,4.4102,0.1434,0,0,1.5,10:01,775.8,41.02657333,-83.68182167,15000,Summer
W02615,8/11/2022,2.41134,0.117,0.0273,0,0,,,Wetland Pool 34,15000,sample,,,41.025715,-83.682415,0.1232222222222222,2.1979314444444444,0.03743,0.04212,0,0.117,2.41134,0.0273,0,0,1.5,10:01,775.6,41.02589833,-83.68242333,15000,Summer
W02616,8/11/2022,3.258247,0.214,0,0,0,,,Wetland Pool 33,10000,sample,,,41.02552833,-83.68259833,0.3428,3.5404494,0,0.04104,0.01556,0.214,3.258247,0,0,0,1,23:01,778.1,41.02554333,-83.68254833,10000,Summer
